ring_id,ring_type,camouflage_level,account_id,is_adversarial,attack_id
ring_0ae3345489,circular_flow_laundering,medium,merchant_b23a381349,False,
ring_0ae3345489,circular_flow_laundering,medium,merchant_ca9c06d772,False,
ring_0ae3345489,circular_flow_laundering,medium,merchant_18352e6a9a,False,
ring_0ae3345489,circular_flow_laundering,medium,merchant_9b00e53d14,False,
ring_95b92e0d3d,circular_flow_laundering,medium,merchant_48356a49fb,False,
ring_95b92e0d3d,circular_flow_laundering,medium,merchant_44e79fec75,False,
ring_95b92e0d3d,circular_flow_laundering,medium,merchant_0c009beab3,False,
ring_95b92e0d3d,circular_flow_laundering,medium,merchant_313010dd2b,False,
ring_95b92e0d3d,circular_flow_laundering,medium,merchant_39ecff0fde,False,
ring_1f906bb765,circular_flow_laundering,hard,merchant_6c7677e296,False,
ring_1f906bb765,circular_flow_laundering,hard,merchant_fa2279e3e4,False,
ring_1f906bb765,circular_flow_laundering,hard,merchant_dda2c7766c,False,
ring_1f906bb765,circular_flow_laundering,hard,merchant_2a49b1508e,False,
ring_1f906bb765,circular_flow_laundering,hard,merchant_445750134b,False,
ring_1f906bb765,circular_flow_laundering,hard,merchant_143f8309d0,False,
ring_1f906bb765,circular_flow_laundering,hard,merchant_961039df54,False,
ring_1f906bb765,circular_flow_laundering,hard,merchant_899a0b5d7b,False,
ring_f37b383722,circular_flow_laundering,hard,merchant_33b7e12df7,False,
ring_f37b383722,circular_flow_laundering,hard,merchant_15ae473de1,False,
ring_f37b383722,circular_flow_laundering,hard,merchant_8e826ae497,False,
ring_f37b383722,circular_flow_laundering,hard,merchant_3168b8abf8,False,
ring_8c629c065d,lockstep_chargeback_ring,easy,customer_9be9f26d8a,False,
ring_8c629c065d,lockstep_chargeback_ring,easy,customer_ab16a414b1,False,
ring_8c629c065d,lockstep_chargeback_ring,easy,customer_abd9c970a4,False,
ring_8c629c065d,lockstep_chargeback_ring,easy,customer_d01e615365,False,
ring_8c629c065d,lockstep_chargeback_ring,easy,customer_00ca687242,False,
ring_8c629c065d,lockstep_chargeback_ring,easy,customer_3e78791153,False,
ring_8c629c065d,lockstep_chargeback_ring,easy,customer_b09dc70f7c,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_3f950cb3a3,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_86776820d2,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_ce6eb622de,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_6e44b15644,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_b7516bb90f,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_e97c0e45f4,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_612bbf8019,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_57bdef7dfc,False,
ring_d18befff52,lockstep_chargeback_ring,easy,customer_414e31bfa0,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_b43aa04710,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_8999178f0a,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_14fd30168a,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_0bc05bbb5a,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_a94c271b1d,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_fbadb68cc3,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_bcba3d5c19,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_5da2855ae0,False,
ring_f5bafd50da,lockstep_chargeback_ring,easy,customer_6ac01fbd93,False,
ring_c153380463,lockstep_chargeback_ring,medium,customer_4aacbf443a,False,
ring_c153380463,lockstep_chargeback_ring,medium,customer_87116233cf,False,
ring_c153380463,lockstep_chargeback_ring,medium,customer_90b2a5d6b8,False,
ring_c153380463,lockstep_chargeback_ring,medium,customer_b046626ad4,False,
ring_c153380463,lockstep_chargeback_ring,medium,customer_c08d7cce87,False,
ring_c153380463,lockstep_chargeback_ring,medium,customer_0959e1272f,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_695246cad5,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_6e19746ddd,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_7a46cc4e22,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_735c216927,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_6c0fc5b885,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_88ee668d7b,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_64c3684ff2,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_647c80e459,False,
ring_11d8f4ef1a,lockstep_chargeback_ring,medium,customer_dce336b5f7,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_680b4835a9,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_5780af991e,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_af64869b23,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_9b497e53ce,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_938518a8b9,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_e7f2b7a231,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_7cb582b3d2,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_193d9ea44a,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_067882e434,False,
ring_1455d8b889,lockstep_chargeback_ring,hard,customer_c1841d9a49,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_da505dc1aa,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_c21d8f80b2,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_518081aa65,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_e26bd33a90,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_e11e08ffaf,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_a1321dc2db,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_a925de6d09,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_1350808248,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_0121bf67e3,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_3e88144f47,False,
ring_74395e15d3,lockstep_chargeback_ring,hard,customer_b46d1f35ac,False,
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_0ed5310cf7,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_e43bdf90af,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_d67a1eb212,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_f2d9b67a36,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_7226c2e997,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_f83df6c486,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_7bb42c8562,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_7b1885f60e,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_b83c266fe9,True,attack1_fraudar_camouflage
attack1_fraudar_camouflage,shared_infra_promo_abuse,adversarial,customer_ef7bde24df,True,attack1_fraudar_camouflage
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_ca557b6916,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_f568454925,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_9bb97390e5,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_e352614d36,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_62aa50bd04,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_6f026685c7,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_9f062836e3,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_45641a911a,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_c47b11bc25,True,attack1b_fraudar_corrected
attack1b_fraudar_corrected,shared_infra_promo_abuse,adversarial,customer_b9a0be0c5f,True,attack1b_fraudar_corrected
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_dc66111c87,True,attack2_copycatch_jitter
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_e21f67cc8c,True,attack2_copycatch_jitter
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_bb2c7c2572,True,attack2_copycatch_jitter
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_60cdcdfbe2,True,attack2_copycatch_jitter
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_a1d1e80346,True,attack2_copycatch_jitter
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_eb715bd0db,True,attack2_copycatch_jitter
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_67564787b6,True,attack2_copycatch_jitter
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_e438f23a05,True,attack2_copycatch_jitter
attack2_copycatch_jitter,lockstep_chargeback_ring,adversarial,customer_2ca2ae2e47,True,attack2_copycatch_jitter
attack2b_copycatch_spaced,lockstep_chargeback_ring,adversarial,customer_141f628a30,True,attack2b_copycatch_spaced
attack2b_copycatch_spaced,lockstep_chargeback_ring,adversarial,customer_4a4e00d855,True,attack2b_copycatch_spaced
attack2b_copycatch_spaced,lockstep_chargeback_ring,adversarial,customer_fe57aaa7cc,True,attack2b_copycatch_spaced
attack2b_copycatch_spaced,lockstep_chargeback_ring,adversarial,customer_f479bc4ee5,True,attack2b_copycatch_spaced
attack2b_copycatch_spaced,lockstep_chargeback_ring,adversarial,customer_59a458ed0c,True,attack2b_copycatch_spaced
attack2b_copycatch_spaced,lockstep_chargeback_ring,adversarial,customer_5a6e03f2a8,True,attack2b_copycatch_spaced
attack2b_copycatch_spaced,lockstep_chargeback_ring,adversarial,customer_83b55872f3,True,attack2b_copycatch_spaced
attack2b_copycatch_spaced,lockstep_chargeback_ring,adversarial,customer_54c4fa4f1c,True,attack2b_copycatch_spaced
attack3_flowscope_delay,circular_flow_laundering,adversarial,merchant_45e5bc7082,True,attack3_flowscope_delay
attack3_flowscope_delay,circular_flow_laundering,adversarial,merchant_feb0511c93,True,attack3_flowscope_delay
attack3_flowscope_delay,circular_flow_laundering,adversarial,merchant_d2ce92df14,True,attack3_flowscope_delay
attack3_flowscope_delay,circular_flow_laundering,adversarial,merchant_4e6eb32208,True,attack3_flowscope_delay
attack3_flowscope_delay,circular_flow_laundering,adversarial,merchant_7099f739eb,True,attack3_flowscope_delay
attack4_cross_detector,cross_detector_hybrid,adversarial,customer_b6b4493344,True,attack4_cross_detector
attack4_cross_detector,cross_detector_hybrid,adversarial,customer_5ce1b028c8,True,attack4_cross_detector
attack4_cross_detector,cross_detector_hybrid,adversarial,customer_a37bd436be,True,attack4_cross_detector
attack4_cross_detector,cross_detector_hybrid,adversarial,customer_6d5dd74b3a,True,attack4_cross_detector
attack4_cross_detector,cross_detector_hybrid,adversarial,customer_6674d12a10,True,attack4_cross_detector
attack4_cross_detector,cross_detector_hybrid,adversarial,customer_050a4863bc,True,attack4_cross_detector
attack4_cross_detector,cross_detector_hybrid,adversarial,customer_e1778abaab,True,attack4_cross_detector
