account_id,flagged_by_detector,archetype,is_true_fraud,risk_score,velocity_txn_per_day,max_amount_zscore,new_counterparty_fraction,n_transactions
merchant_9ab8cdfd4e,fraudar,shared_infra_promo_abuse,False,0.7,1.32,4.48,0.97,116
merchant_5e9aa738ba,fraudar,shared_infra_promo_abuse,False,0.699,1.26,3.06,0.99,112
merchant_bd40307519,fraudar,shared_infra_promo_abuse,False,0.699,1.34,3.12,0.96,118
merchant_5d52371562,fraudar,shared_infra_promo_abuse,False,0.697,1.3,6.48,0.97,115
merchant_d2a420d1e1,fraudar,shared_infra_promo_abuse,False,0.697,1.26,12.63,0.98,113
merchant_04fcd92764,fraudar,shared_infra_promo_abuse,False,0.697,1.24,3.51,0.99,108
merchant_d238786ef0,fraudar,shared_infra_promo_abuse,False,0.697,1.32,3.62,0.96,118
merchant_f8ca4fd0ed,fraudar,shared_infra_promo_abuse,False,0.696,1.31,3.76,0.96,117
merchant_72eb223a0d,fraudar,shared_infra_promo_abuse,False,0.695,1.31,5.23,0.95,117
merchant_1e805c6145,fraudar,shared_infra_promo_abuse,False,0.695,1.23,4.37,0.98,110
merchant_fa3a834e07,fraudar,shared_infra_promo_abuse,False,0.695,1.31,3.48,0.95,117
merchant_325eb59299,fraudar,shared_infra_promo_abuse,False,0.695,1.27,13.04,0.96,114
merchant_8ff8941e6e,fraudar,shared_infra_promo_abuse,False,0.694,1.25,5.55,0.97,112
merchant_7a18bddbe7,fraudar,shared_infra_promo_abuse,False,0.694,1.25,3.35,0.97,108
merchant_611fe2c7a4,fraudar,shared_infra_promo_abuse,False,0.693,1.35,9.13,0.93,121
merchant_d7a2b30fcd,fraudar,shared_infra_promo_abuse,False,0.693,1.27,5.05,0.96,112
merchant_68cc317692,fraudar,shared_infra_promo_abuse,False,0.692,1.2,10.69,0.98,104
merchant_d651598108,fraudar,shared_infra_promo_abuse,False,0.692,1.18,4.98,0.99,105
merchant_744e3748c6,fraudar,shared_infra_promo_abuse,False,0.691,1.29,6.09,0.94,113
merchant_db2782bfe6,fraudar,shared_infra_promo_abuse,False,0.689,1.23,3.66,0.95,109
merchant_b28b91e2e8,fraudar,shared_infra_promo_abuse,False,0.689,1.17,4.99,0.98,103
merchant_e02f69a9e6,fraudar,shared_infra_promo_abuse,False,0.689,1.26,4.5,0.94,113
merchant_166598d37b,fraudar,shared_infra_promo_abuse,False,0.688,1.22,6.94,0.95,109
merchant_43683671a7,fraudar,shared_infra_promo_abuse,False,0.687,1.3,5.92,0.91,117
merchant_85a984a4af,fraudar,shared_infra_promo_abuse,False,0.686,1.1,7.82,0.99,99
merchant_044b057689,fraudar,shared_infra_promo_abuse,False,0.686,1.1,5.09,0.99,95
merchant_2be99ef2a2,fraudar,shared_infra_promo_abuse,False,0.686,1.1,15.01,0.99,97
merchant_2077899195,fraudar,shared_infra_promo_abuse,False,0.685,1.32,2.88,0.97,118
merchant_c9d63dba04,fraudar,shared_infra_promo_abuse,False,0.678,1.13,2.98,0.95,98
merchant_48ac7c6bc1,fraudar,shared_infra_promo_abuse,False,0.678,1.27,2.89,0.96,113
merchant_ced987d1b7,fraudar,shared_infra_promo_abuse,False,0.671,0.97,9.08,0.97,87
merchant_cc6fee2e1c,fraudar,shared_infra_promo_abuse,False,0.668,1.66,2.54,0.98,148
merchant_30f8830764,flowscope,circular_flow_laundering,True,0.645,0.56,18.16,1.0,4
customer_b1be888859,fraudar,shared_infra_promo_abuse,False,0.639,0.49,4.67,1.0,42
customer_59d2e63d9c,fraudar,shared_infra_promo_abuse,False,0.634,0.48,4.41,0.98,42
customer_39b0801764,fraudar,shared_infra_promo_abuse,False,0.633,0.41,4.08,1.0,36
customer_df0e91f46e,fraudar,shared_infra_promo_abuse,False,0.633,0.41,6.68,1.0,36
customer_e2db54a4ec,fraudar,shared_infra_promo_abuse,False,0.632,0.4,3.96,1.0,35
customer_0e6017469b,fraudar,shared_infra_promo_abuse,False,0.631,0.38,5.04,1.0,30
customer_c1489b1b3c,fraudar,shared_infra_promo_abuse,False,0.631,0.38,4.02,1.0,33
customer_7ab4a8b4e3,fraudar,shared_infra_promo_abuse,False,0.631,0.38,3.85,1.0,33
customer_dbd9f0cc07,fraudar,shared_infra_promo_abuse,False,0.631,0.39,3.9,1.0,34
customer_fddc28ed3c,fraudar,shared_infra_promo_abuse,False,0.63,0.37,3.85,1.0,32
customer_948dc5a84d,fraudar,shared_infra_promo_abuse,False,0.63,0.49,3.19,0.95,43
customer_1dd1e2fd22,fraudar,shared_infra_promo_abuse,False,0.629,0.36,3.11,1.0,27
customer_032cfb2fb8,fraudar,shared_infra_promo_abuse,False,0.628,0.35,3.08,1.0,29
customer_a89814b7f0,fraudar,shared_infra_promo_abuse,False,0.628,0.35,3.0,1.0,30
customer_71c5544ef2,fraudar,shared_infra_promo_abuse,False,0.628,0.35,7.33,1.0,31
customer_287c7838e9,fraudar,shared_infra_promo_abuse,False,0.628,0.34,5.11,1.0,30
customer_95e87e042e,fraudar,shared_infra_promo_abuse,False,0.628,0.35,3.37,1.0,25
customer_d8c0baeb95,fraudar,shared_infra_promo_abuse,False,0.628,0.48,5.04,0.95,41
customer_7a9c31d4bd,fraudar,shared_infra_promo_abuse,False,0.628,0.48,3.52,0.95,37
customer_d32b4fc713,fraudar,shared_infra_promo_abuse,False,0.627,0.33,5.09,1.0,27
merchant_4fbae19fbb,flowscope,circular_flow_laundering,True,0.627,0.34,16.78,1.0,27
customer_bb5ee60d67,fraudar,shared_infra_promo_abuse,False,0.627,0.34,5.82,1.0,29
customer_92d7c32fde,fraudar,shared_infra_promo_abuse,False,0.627,0.33,4.7,1.0,29
merchant_76ab5a5ac5,flowscope,circular_flow_laundering,True,0.627,0.33,15.43,1.0,25
customer_bd338696be,fraudar,shared_infra_promo_abuse,False,0.626,0.4,3.25,0.97,35
customer_4730f62466,fraudar,shared_infra_promo_abuse,False,0.626,0.32,5.06,1.0,26
customer_9492cd29d6,fraudar,shared_infra_promo_abuse,False,0.626,0.33,4.65,1.0,27
merchant_c40b6efcea,flowscope,circular_flow_laundering,True,0.625,0.31,14.24,1.0,24
customer_f2d3375825,fraudar,shared_infra_promo_abuse,False,0.625,0.45,5.05,0.95,39
customer_5ad59fdf61,fraudar,shared_infra_promo_abuse,False,0.625,0.32,4.18,1.0,26
merchant_70e9c268fe,flowscope,circular_flow_laundering,True,0.625,0.31,18.12,1.0,26
customer_a2d8230814,fraudar,shared_infra_promo_abuse,False,0.625,0.32,3.12,1.0,27
customer_0c64a3d9c4,fraudar,shared_infra_promo_abuse,False,0.625,0.31,5.68,1.0,26
merchant_c1631590a3,flowscope,circular_flow_laundering,True,0.625,0.31,18.12,1.0,25
customer_7b5b25f605,fraudar,shared_infra_promo_abuse,False,0.625,0.46,3.23,0.94,35
merchant_1edb3557cc,flowscope,circular_flow_laundering,True,0.624,0.3,18.16,1.0,25
customer_b07da27fb0,fraudar,shared_infra_promo_abuse,False,0.624,0.3,3.2,1.0,25
customer_7b6daf7c10,fraudar,shared_infra_promo_abuse,False,0.624,0.3,4.25,1.0,26
merchant_344ae5032f,flowscope,circular_flow_laundering,True,0.624,0.29,13.07,1.0,24
customer_e3781f4b6b,fraudar,shared_infra_promo_abuse,False,0.624,0.3,8.45,1.0,26
customer_907965162f,fraudar,shared_infra_promo_abuse,False,0.624,0.3,3.78,1.0,26
merchant_c3191222b9,flowscope,circular_flow_laundering,True,0.623,0.29,16.55,1.0,24
customer_694577e4cc,fraudar,shared_infra_promo_abuse,False,0.623,0.29,4.57,1.0,24
merchant_b2eccdbd7e,flowscope,circular_flow_laundering,True,0.623,0.29,15.29,1.0,25
customer_0d193263a1,fraudar,shared_infra_promo_abuse,False,0.623,0.42,4.39,0.94,36
customer_8f5df6865d,fraudar,shared_infra_promo_abuse,False,0.623,0.36,4.88,0.97,31
merchant_e85940cb8e,flowscope,circular_flow_laundering,True,0.623,0.29,12.32,1.0,24
customer_008a7bd674,fraudar,shared_infra_promo_abuse,False,0.623,0.28,3.08,1.0,23
customer_6bd6505306,fraudar,shared_infra_promo_abuse,False,0.623,0.28,5.25,1.0,23
customer_dfdedfa046,fraudar,shared_infra_promo_abuse,False,0.623,0.42,5.03,0.95,37
customer_c9ecb3eb3e,fraudar,shared_infra_promo_abuse,False,0.622,0.36,8.97,0.97,31
customer_c09706aab2,fraudar,shared_infra_promo_abuse,False,0.622,0.35,4.19,0.97,30
merchant_8d804dd46b,flowscope,circular_flow_laundering,True,0.622,0.28,16.37,1.0,3
customer_749a39fda8,fraudar,shared_infra_promo_abuse,False,0.622,0.27,3.56,1.0,20
customer_bed4989d42,fraudar,shared_infra_promo_abuse,False,0.622,0.27,4.01,1.0,22
customer_2f09aa56c4,fraudar,shared_infra_promo_abuse,False,0.622,0.28,3.43,1.0,22
customer_135671426c,fraudar,shared_infra_promo_abuse,False,0.622,0.36,36.95,0.97,30
customer_1d43fca411,fraudar,shared_infra_promo_abuse,False,0.622,0.27,4.59,1.0,24
customer_f7d6d1c4e9,fraudar,shared_infra_promo_abuse,False,0.621,0.26,4.73,1.0,20
customer_8eb31b8b5c,fraudar,shared_infra_promo_abuse,False,0.621,0.4,3.7,0.94,36
customer_e1e65e6c37,fraudar,shared_infra_promo_abuse,False,0.621,0.27,4.43,1.0,22
customer_eded5738f3,fraudar,shared_infra_promo_abuse,False,0.621,0.34,3.13,0.97,30
customer_1640ffc3e6,fraudar,shared_infra_promo_abuse,False,0.621,0.27,6.06,1.0,23
customer_0d568c8e46,fraudar,shared_infra_promo_abuse,False,0.62,0.25,8.89,1.0,22
customer_648bee08a9,fraudar,shared_infra_promo_abuse,False,0.62,0.4,3.03,0.94,34
customer_6091b8410b,fraudar,shared_infra_promo_abuse,False,0.619,0.33,3.45,0.97,29
customer_6472d7d9ca,fraudar,shared_infra_promo_abuse,False,0.619,0.38,4.44,0.94,34
customer_fba0036d1c,fraudar,shared_infra_promo_abuse,False,0.619,0.33,3.41,0.96,28
customer_cce01c144f,fraudar,shared_infra_promo_abuse,False,0.619,0.39,3.08,0.94,33
customer_922734b803,fraudar,shared_infra_promo_abuse,False,0.619,0.38,7.88,0.94,34
customer_4f7b1a92fd,fraudar,shared_infra_promo_abuse,False,0.619,0.43,3.15,0.92,38
customer_47a4b50a79,fraudar,shared_infra_promo_abuse,False,0.618,0.32,3.03,0.96,27
customer_b655f24c9a,fraudar,shared_infra_promo_abuse,False,0.618,0.33,5.33,0.96,25
customer_0196e4da33,fraudar,shared_infra_promo_abuse,False,0.618,0.22,9.93,1.0,19
customer_c818d3db63,fraudar,shared_infra_promo_abuse,False,0.618,0.32,13.04,0.96,27
customer_98558963a9,fraudar,shared_infra_promo_abuse,False,0.618,0.47,6.32,0.9,41
customer_fcd4693b3e,fraudar,shared_infra_promo_abuse,False,0.617,0.21,3.24,1.0,19
customer_0a623cd383,fraudar,shared_infra_promo_abuse,False,0.617,0.42,3.44,0.91,35
merchant_5dd55f4db6,flowscope,circular_flow_laundering,True,0.617,0.22,18.19,1.0,12
merchant_a5af62ed0e,flowscope,circular_flow_laundering,True,0.616,0.19,7.49,1.0,13
customer_347fdcfad6,fraudar,shared_infra_promo_abuse,False,0.616,0.3,4.08,0.96,26
customer_6153e59565,fraudar,shared_infra_promo_abuse,False,0.615,0.37,3.86,0.93,27
customer_018120bee4,fraudar,shared_infra_promo_abuse,False,0.615,0.37,3.81,0.93,28
customer_f5ba49c00d,fraudar,shared_infra_promo_abuse,False,0.615,0.29,4.48,0.96,25
customer_27f84e8da5,fraudar,shared_infra_promo_abuse,False,0.615,0.4,3.01,0.91,35
merchant_25a6bf7aff,flowscope,circular_flow_laundering,True,0.614,0.17,20.05,1.0,13
merchant_ebc3ad2876,flowscope,circular_flow_laundering,True,0.614,0.17,6.09,1.0,12
customer_54f23e2711,fraudar,shared_infra_promo_abuse,False,0.614,0.39,4.18,0.91,34
customer_d5c7dbed59,fraudar,shared_infra_promo_abuse,False,0.614,0.34,4.21,0.93,30
customer_fa7c36f1ed,fraudar,shared_infra_promo_abuse,False,0.614,0.29,4.15,0.96,24
merchant_3c9c1002b7,flowscope,circular_flow_laundering,True,0.613,0.16,7.21,1.0,12
customer_3df5e66966,fraudar,shared_infra_promo_abuse,False,0.613,0.37,2.92,0.97,32
merchant_f2303f7489,flowscope,circular_flow_laundering,True,0.612,0.15,20.05,1.0,12
merchant_5a70b9c0b4,flowscope,circular_flow_laundering,True,0.612,0.15,6.62,1.0,13
customer_c21eefd004,fraudar,shared_infra_promo_abuse,False,0.612,0.37,3.35,0.91,33
customer_6aab5f73c5,fraudar,shared_infra_promo_abuse,False,0.612,0.27,4.59,0.95,22
customer_fe8acce974,fraudar,shared_infra_promo_abuse,False,0.612,0.33,3.39,0.93,27
customer_95903219b8,fraudar,shared_infra_promo_abuse,False,0.612,0.34,3.1,0.93,27
customer_4d0aea7883,fraudar,shared_infra_promo_abuse,False,0.611,0.32,3.29,0.93,28
customer_303a9ee7bc,fraudar,shared_infra_promo_abuse,False,0.611,0.32,4.33,0.93,28
customer_5611dc7aeb,fraudar,shared_infra_promo_abuse,False,0.611,0.32,3.16,0.93,27
customer_3204a240dc,fraudar,shared_infra_promo_abuse,False,0.61,0.35,2.96,0.93,30
customer_84e568048a,fraudar,shared_infra_promo_abuse,False,0.609,0.38,2.93,0.94,32
customer_0ed62b95d7,fraudar,shared_infra_promo_abuse,False,0.607,0.28,2.94,0.96,25
merchant_dac725aa98,fraudar,shared_infra_promo_abuse,False,0.607,1.28,2.31,0.98,111
customer_bb7715d1c6,fraudar,shared_infra_promo_abuse,False,0.606,0.35,4.11,0.89,28
customer_d52333640c,fraudar,shared_infra_promo_abuse,False,0.604,0.32,3.64,0.89,27
customer_ac2c315d1f,fraudar,shared_infra_promo_abuse,False,0.603,0.3,2.85,1.0,26
customer_35dfd6bfc0,fraudar,shared_infra_promo_abuse,False,0.603,0.42,2.77,1.0,31
customer_9f2ae93b22,fraudar,shared_infra_promo_abuse,False,0.602,0.35,2.96,0.9,29
customer_5f1ec0a9c6,fraudar,shared_infra_promo_abuse,False,0.601,0.34,4.73,0.87,30
customer_e1359b2f38,fraudar,shared_infra_promo_abuse,False,0.592,0.36,2.77,0.97,32
customer_8e558f1e24,fraudar,shared_infra_promo_abuse,False,0.578,0.41,2.59,1.0,35
customer_066a5cfae8,fraudar,shared_infra_promo_abuse,False,0.578,0.38,2.61,1.0,32
customer_61e36b6b06,fraudar,shared_infra_promo_abuse,False,0.578,0.27,2.74,0.96,24
customer_70665f17b1,fraudar,shared_infra_promo_abuse,False,0.576,0.37,2.65,0.97,31
customer_f07958f66f,fraudar,shared_infra_promo_abuse,False,0.576,0.18,2.71,1.0,16
customer_834082a1e3,fraudar,shared_infra_promo_abuse,False,0.571,0.33,2.64,0.96,28
customer_cf6619bc1f,fraudar,shared_infra_promo_abuse,False,0.571,0.41,2.62,0.94,36
customer_2084610732,fraudar,shared_infra_promo_abuse,False,0.57,0.46,2.65,0.9,40
customer_83559dc96c,fraudar,shared_infra_promo_abuse,False,0.57,0.39,2.62,0.94,35
customer_b77aedb638,fraudar,shared_infra_promo_abuse,False,0.57,0.36,2.61,0.97,30
customer_f5f5453e1f,fraudar,shared_infra_promo_abuse,False,0.568,0.29,2.58,1.0,24
customer_c4694a0803,fraudar,shared_infra_promo_abuse,False,0.565,0.31,2.55,1.0,24
customer_b6067ab67f,copycatch,lockstep_chargeback_ring,True,0.56,1.0,2.1,1.0,1
customer_9a5c1182f6,fraudar,shared_infra_promo_abuse,False,0.559,0.3,2.51,1.0,26
customer_190083ff0f,fraudar,shared_infra_promo_abuse,False,0.559,0.35,2.58,0.94,31
customer_1deeb12af8,fraudar,shared_infra_promo_abuse,False,0.558,0.28,2.58,0.96,24
customer_b6357787d8,fraudar,shared_infra_promo_abuse,False,0.555,0.38,2.52,0.94,34
customer_098c5c7207,fraudar,shared_infra_promo_abuse,False,0.551,0.38,2.41,1.0,32
customer_987d167593,fraudar,shared_infra_promo_abuse,False,0.549,0.34,2.42,1.0,27
merchant_85f53ab991,fraudar,shared_infra_promo_abuse,False,0.549,1.28,1.91,0.96,115
customer_1756c5379a,copycatch,lockstep_chargeback_ring,True,0.549,0.3,2.55,0.92,25
customer_5ed9d32403,fraudar,shared_infra_promo_abuse,False,0.547,0.27,2.5,0.96,24
customer_8dc224bcc5,fraudar,shared_infra_promo_abuse,False,0.544,0.28,2.41,1.0,25
customer_c1b80d4fa3,fraudar,shared_infra_promo_abuse,False,0.543,0.35,2.36,1.0,28
customer_7d1916f998,fraudar,shared_infra_promo_abuse,False,0.542,0.31,2.38,1.0,26
customer_7f5c68d98f,copycatch,lockstep_chargeback_ring,True,0.539,1.0,1.94,1.0,1
customer_dbe006a93e,copycatch,lockstep_chargeback_ring,True,0.535,0.3,2.33,1.0,2
merchant_de2196e214,fraudar,shared_infra_promo_abuse,False,0.533,1.34,1.76,0.95,120
customer_4b6c91f47e,fraudar,shared_infra_promo_abuse,False,0.531,0.28,2.38,0.95,22
customer_8e20624c64,fraudar,shared_infra_promo_abuse,False,0.531,0.3,2.37,0.96,25
customer_7fc2ad85d7,fraudar,shared_infra_promo_abuse,False,0.53,0.33,2.44,0.89,28
customer_0586d73d91,fraudar,shared_infra_promo_abuse,False,0.529,0.39,2.23,1.0,34
customer_16350d6ce6,fraudar,shared_infra_promo_abuse,False,0.529,0.32,2.32,0.96,28
customer_6db3bc159f,fraudar,shared_infra_promo_abuse,False,0.528,0.41,2.34,0.91,35
customer_fa6f4124c9,fraudar,shared_infra_promo_abuse,False,0.527,0.44,2.27,0.94,36
customer_f4d89d751d,copycatch,lockstep_chargeback_ring,True,0.523,0.29,2.37,0.92,25
customer_1031aba845,fraudar,shared_infra_promo_abuse,False,0.522,0.44,2.31,0.89,38
customer_86089ac10d,fraudar,shared_infra_promo_abuse,False,0.521,0.42,2.2,0.97,36
customer_29065b557b,copycatch,lockstep_chargeback_ring,True,0.52,0.31,2.34,0.92,25
customer_a4a1a4cb8a,copycatch,lockstep_chargeback_ring,True,0.52,0.29,2.39,0.88,26
customer_e100930d03,fraudar,shared_infra_promo_abuse,False,0.519,0.39,2.21,0.97,32
customer_669d476a96,fraudar,shared_infra_promo_abuse,False,0.519,0.37,2.17,1.0,33
merchant_d174e3172c,fraudar,shared_infra_promo_abuse,False,0.518,1.24,1.66,0.99,111
customer_0f2cd8371b,fraudar,shared_infra_promo_abuse,False,0.516,0.32,2.17,1.0,27
customer_a307d902f4,fraudar,shared_infra_promo_abuse,False,0.513,0.29,2.18,1.0,25
customer_ad7e33a907,copycatch,lockstep_chargeback_ring,True,0.512,0.22,2.44,0.85,13
customer_cc2df3546a,fraudar,shared_infra_promo_abuse,False,0.512,0.23,2.2,1.0,20
customer_c69f55cde7,fraudar,shared_infra_promo_abuse,False,0.511,0.41,2.18,0.94,31
customer_409d0ef855,copycatch,lockstep_chargeback_ring,True,0.511,1.0,1.73,1.0,1
customer_afa60dd57d,fraudar,shared_infra_promo_abuse,False,0.51,0.38,2.14,0.97,31
customer_d7397303a5,fraudar,shared_infra_promo_abuse,False,0.509,0.45,2.13,0.95,38
customer_7c28b7f759,fraudar,shared_infra_promo_abuse,False,0.509,0.36,2.21,0.93,28
customer_cf41dbae82,fraudar,shared_infra_promo_abuse,False,0.507,0.35,2.25,0.9,29
customer_618a17e9b4,fraudar,shared_infra_promo_abuse,False,0.506,0.44,2.03,1.0,38
customer_a249c8d693,fraudar,shared_infra_promo_abuse,False,0.505,0.26,2.14,1.0,21
customer_35d9b8e23b,copycatch,lockstep_chargeback_ring,True,0.505,0.3,2.27,0.89,27
customer_df5eb6295c,copycatch,lockstep_chargeback_ring,True,0.503,0.31,2.2,0.93,27
customer_7a89f72229,copycatch,lockstep_chargeback_ring,True,0.502,1.0,1.67,1.0,1
customer_112e230995,fraudar,shared_infra_promo_abuse,False,0.501,0.46,2.07,0.94,34
customer_33e1f5e9e9,fraudar,shared_infra_promo_abuse,False,0.5,0.37,2.03,1.0,27
customer_6287e018a1,fraudar,shared_infra_promo_abuse,False,0.499,0.39,2.06,0.97,32
customer_2b450c9199,copycatch,lockstep_chargeback_ring,True,0.497,0.29,2.17,0.92,26
customer_803527ae9a,copycatch,lockstep_chargeback_ring,True,0.497,0.16,2.25,0.92,12
customer_eb69bb02e0,copycatch,lockstep_chargeback_ring,True,0.496,0.32,2.19,0.89,28
customer_423e780572,fraudar,shared_infra_promo_abuse,False,0.495,0.31,2.09,0.96,25
customer_99495a2698,fraudar,shared_infra_promo_abuse,False,0.494,0.32,2.01,1.0,28
customer_42ad8ad758,fraudar,shared_infra_promo_abuse,False,0.494,0.34,2.05,0.97,29
customer_6b35aa6494,copycatch,lockstep_chargeback_ring,True,0.493,0.22,2.3,0.85,13
customer_b2e9d5ad97,copycatch,lockstep_chargeback_ring,True,0.491,0.22,2.37,0.79,14
customer_916aeb2c3d,fraudar,shared_infra_promo_abuse,False,0.49,0.38,1.99,0.97,32
customer_a7b9659de5,fraudar,shared_infra_promo_abuse,False,0.49,0.27,2.01,1.0,23
customer_dafbaf4cc9,copycatch,lockstep_chargeback_ring,True,0.488,0.33,2.19,0.85,27
customer_f24fdd5c9c,copycatch,lockstep_chargeback_ring,True,0.488,1.0,1.56,1.0,1
customer_298e30f7e1,copycatch,lockstep_chargeback_ring,True,0.488,0.3,2.1,0.92,26
customer_c1294acfb1,fraudar,shared_infra_promo_abuse,False,0.487,0.31,1.97,1.0,25
customer_cdfb443daf,fraudar,shared_infra_promo_abuse,False,0.487,0.31,1.97,1.0,24
customer_7a6b6c1c9b,fraudar,shared_infra_promo_abuse,False,0.486,0.4,1.91,1.0,35
customer_7500bccf55,fraudar,shared_infra_promo_abuse,False,0.486,0.37,1.92,1.0,31
customer_0a172a00cd,fraudar,shared_infra_promo_abuse,False,0.485,0.24,1.99,1.0,21
customer_ffb42bbb1f,fraudar,shared_infra_promo_abuse,False,0.484,0.29,1.95,1.0,25
customer_1bccb4ed9a,fraudar,shared_infra_promo_abuse,True,0.483,0.34,2.09,0.89,27
customer_32f8f63689,copycatch,lockstep_chargeback_ring,True,0.482,0.27,2.01,0.96,24
customer_d0a0e62ac9,fraudar,shared_infra_promo_abuse,False,0.48,0.28,1.99,0.96,24
customer_54b5a6bd62,copycatch,lockstep_chargeback_ring,True,0.479,0.33,2.06,0.89,27
customer_b7c9da1e50,fraudar,shared_infra_promo_abuse,False,0.478,0.31,1.96,0.96,26
customer_6eb04d8cf4,fraudar,shared_infra_promo_abuse,False,0.476,0.39,1.88,0.97,32
customer_10f64c6349,copycatch,lockstep_chargeback_ring,True,0.475,1.0,1.47,1.0,1
customer_00fe1d0617,fraudar,shared_infra_promo_abuse,False,0.474,0.35,1.84,1.0,31
customer_9fa0c9fc63,fraudar,shared_infra_promo_abuse,False,0.473,0.37,1.82,1.0,32
customer_de96193010,copycatch,lockstep_chargeback_ring,True,0.469,0.3,1.94,0.93,27
customer_13c387dfbf,fraudar,shared_infra_promo_abuse,False,0.469,0.34,1.81,1.0,29
customer_59272f6a81,fraudar,shared_infra_promo_abuse,True,0.469,0.29,1.9,0.96,25
customer_1306e08259,fraudar,shared_infra_promo_abuse,False,0.468,0.4,1.86,0.94,31
customer_711f879abd,fraudar,shared_infra_promo_abuse,False,0.468,0.31,1.82,1.0,25
customer_7f64c5beee,copycatch,lockstep_chargeback_ring,True,0.466,0.29,1.88,0.96,25
customer_a70f219fbe,fraudar,shared_infra_promo_abuse,False,0.463,0.25,1.89,0.95,20
customer_be2807f4b0,fraudar,shared_infra_promo_abuse,False,0.458,0.34,1.73,1.0,28
customer_6fd4ff87e6,fraudar,shared_infra_promo_abuse,False,0.458,0.37,1.77,0.96,27
customer_8b960f210e,fraudar,shared_infra_promo_abuse,False,0.458,0.29,1.82,0.96,25
customer_46ee2ca11c,fraudar,shared_infra_promo_abuse,False,0.456,0.36,1.7,1.0,31
customer_8e761734f0,fraudar,shared_infra_promo_abuse,False,0.456,0.31,1.73,1.0,26
customer_6648d13d46,copycatch,lockstep_chargeback_ring,True,0.454,0.04,2.38,0.67,3
customer_fb9aeb789f,fraudar,shared_infra_promo_abuse,False,0.453,0.33,1.69,1.0,27
customer_7c4ad26042,fraudar,shared_infra_promo_abuse,False,0.449,0.47,1.62,0.97,38
customer_7a899a3a3c,fraudar,shared_infra_promo_abuse,False,0.446,0.33,1.7,0.96,28
customer_779c93c9b0,copycatch,lockstep_chargeback_ring,True,0.445,0.31,1.78,0.92,25
customer_59e9c35c92,fraudar,shared_infra_promo_abuse,False,0.445,0.36,1.73,0.93,29
customer_d4f8b7883c,fraudar,shared_infra_promo_abuse,False,0.445,0.38,1.7,0.94,33
customer_a7b524be4c,copycatch,lockstep_chargeback_ring,True,0.442,0.18,1.82,0.92,13
customer_d90c7e800e,fraudar,shared_infra_promo_abuse,False,0.442,0.54,1.59,0.93,44
customer_c85aaaeddc,fraudar,shared_infra_promo_abuse,False,0.441,0.32,1.72,0.93,28
customer_a3610bf1f3,fraudar,shared_infra_promo_abuse,False,0.439,0.33,1.65,0.96,26
customer_18344766d1,fraudar,shared_infra_promo_abuse,False,0.439,0.27,1.63,1.0,20
customer_84f0f197d0,fraudar,shared_infra_promo_abuse,False,0.439,0.35,1.64,0.97,29
customer_5aaebb2ad4,fraudar,shared_infra_promo_abuse,False,0.439,0.37,1.61,0.97,33
