account_id,flagged_by_detector,archetype,is_true_fraud,risk_score,velocity_txn_per_day,max_amount_zscore,new_counterparty_fraction,n_transactions
customer_c09706aab2,fraudar,shared_infra_promo_abuse,False,0.622,0.35,4.19,0.97,30
merchant_8d804dd46b,flowscope,circular_flow_laundering,True,0.622,0.28,16.37,1.0,3
customer_e1e65e6c37,fraudar,shared_infra_promo_abuse,False,0.621,0.27,4.43,1.0,22
customer_eded5738f3,fraudar,shared_infra_promo_abuse,False,0.621,0.34,3.13,0.97,30
customer_648bee08a9,fraudar,shared_infra_promo_abuse,False,0.62,0.4,3.03,0.94,34
customer_0d568c8e46,fraudar,shared_infra_promo_abuse,False,0.62,0.25,8.89,1.0,22
customer_fba0036d1c,fraudar,shared_infra_promo_abuse,False,0.619,0.33,3.41,0.96,28
customer_0a623cd383,fraudar,shared_infra_promo_abuse,False,0.617,0.42,3.44,0.91,35
merchant_5dd55f4db6,flowscope,circular_flow_laundering,True,0.617,0.22,18.19,1.0,12
merchant_a5af62ed0e,flowscope,circular_flow_laundering,True,0.616,0.19,7.49,1.0,13
customer_6153e59565,fraudar,shared_infra_promo_abuse,False,0.615,0.37,3.86,0.93,27
customer_018120bee4,fraudar,shared_infra_promo_abuse,False,0.615,0.37,3.81,0.93,28
customer_27f84e8da5,fraudar,shared_infra_promo_abuse,False,0.615,0.4,3.01,0.91,35
merchant_ebc3ad2876,flowscope,circular_flow_laundering,True,0.614,0.17,6.09,1.0,12
merchant_25a6bf7aff,flowscope,circular_flow_laundering,True,0.614,0.17,20.05,1.0,13
customer_54f23e2711,fraudar,shared_infra_promo_abuse,False,0.614,0.39,4.18,0.91,34
customer_fa7c36f1ed,fraudar,shared_infra_promo_abuse,False,0.614,0.29,4.15,0.96,24
merchant_3c9c1002b7,flowscope,circular_flow_laundering,True,0.613,0.16,7.21,1.0,12
merchant_f2303f7489,flowscope,circular_flow_laundering,True,0.612,0.15,20.05,1.0,12
merchant_5a70b9c0b4,flowscope,circular_flow_laundering,True,0.612,0.15,6.62,1.0,13
customer_6aab5f73c5,fraudar,shared_infra_promo_abuse,False,0.612,0.27,4.59,0.95,22
customer_fe8acce974,fraudar,shared_infra_promo_abuse,False,0.612,0.33,3.39,0.93,27
customer_95903219b8,fraudar,shared_infra_promo_abuse,False,0.612,0.34,3.1,0.93,27
customer_4d0aea7883,fraudar,shared_infra_promo_abuse,False,0.611,0.32,3.29,0.93,28
customer_5611dc7aeb,fraudar,shared_infra_promo_abuse,False,0.611,0.32,3.16,0.93,27
customer_3204a240dc,fraudar,shared_infra_promo_abuse,False,0.61,0.35,2.96,0.93,30
customer_84e568048a,fraudar,shared_infra_promo_abuse,False,0.609,0.38,2.93,0.94,32
customer_0ed62b95d7,fraudar,shared_infra_promo_abuse,False,0.607,0.28,2.94,0.96,25
customer_9f2ae93b22,fraudar,shared_infra_promo_abuse,False,0.602,0.35,2.96,0.9,29
customer_8e558f1e24,fraudar,shared_infra_promo_abuse,False,0.578,0.41,2.59,1.0,35
customer_066a5cfae8,fraudar,shared_infra_promo_abuse,False,0.578,0.38,2.61,1.0,32
customer_61e36b6b06,fraudar,shared_infra_promo_abuse,False,0.578,0.27,2.74,0.96,24
customer_834082a1e3,fraudar,shared_infra_promo_abuse,False,0.571,0.33,2.64,0.96,28
customer_2084610732,fraudar,shared_infra_promo_abuse,False,0.57,0.46,2.65,0.9,40
customer_b77aedb638,fraudar,shared_infra_promo_abuse,False,0.57,0.36,2.61,0.97,30
customer_f5f5453e1f,fraudar,shared_infra_promo_abuse,False,0.568,0.29,2.58,1.0,24
customer_b6067ab67f,copycatch,lockstep_chargeback_ring,True,0.56,1.0,2.1,1.0,1
customer_9a5c1182f6,fraudar,shared_infra_promo_abuse,False,0.559,0.3,2.51,1.0,26
customer_190083ff0f,fraudar,shared_infra_promo_abuse,False,0.559,0.35,2.58,0.94,31
customer_b6357787d8,fraudar,shared_infra_promo_abuse,False,0.555,0.38,2.52,0.94,34
customer_098c5c7207,fraudar,shared_infra_promo_abuse,False,0.551,0.38,2.41,1.0,32
customer_987d167593,fraudar,shared_infra_promo_abuse,False,0.549,0.34,2.42,1.0,27
customer_8dc224bcc5,fraudar,shared_infra_promo_abuse,False,0.544,0.28,2.41,1.0,25
customer_c1b80d4fa3,fraudar,shared_infra_promo_abuse,False,0.543,0.35,2.36,1.0,28
customer_7d1916f998,fraudar,shared_infra_promo_abuse,False,0.542,0.31,2.38,1.0,26
customer_7f5c68d98f,copycatch,lockstep_chargeback_ring,True,0.539,1.0,1.94,1.0,1
customer_dbe006a93e,copycatch,lockstep_chargeback_ring,True,0.535,0.3,2.33,1.0,2
customer_4b6c91f47e,fraudar,shared_infra_promo_abuse,False,0.531,0.28,2.38,0.95,22
customer_7fc2ad85d7,fraudar,shared_infra_promo_abuse,False,0.53,0.33,2.44,0.89,28
customer_86089ac10d,fraudar,shared_infra_promo_abuse,False,0.521,0.42,2.2,0.97,36
customer_e100930d03,fraudar,shared_infra_promo_abuse,False,0.519,0.39,2.21,0.97,32
customer_a307d902f4,fraudar,shared_infra_promo_abuse,False,0.513,0.29,2.18,1.0,25
customer_ad7e33a907,copycatch,lockstep_chargeback_ring,True,0.512,0.22,2.44,0.85,13
customer_409d0ef855,copycatch,lockstep_chargeback_ring,True,0.511,1.0,1.73,1.0,1
customer_7c28b7f759,fraudar,shared_infra_promo_abuse,False,0.509,0.36,2.21,0.93,28
customer_7a89f72229,copycatch,lockstep_chargeback_ring,True,0.502,1.0,1.67,1.0,1
customer_33e1f5e9e9,fraudar,shared_infra_promo_abuse,False,0.5,0.37,2.03,1.0,27
customer_99495a2698,fraudar,shared_infra_promo_abuse,False,0.494,0.32,2.01,1.0,28
customer_6b35aa6494,copycatch,lockstep_chargeback_ring,True,0.493,0.22,2.3,0.85,13
customer_b2e9d5ad97,copycatch,lockstep_chargeback_ring,True,0.491,0.22,2.37,0.79,14
customer_916aeb2c3d,fraudar,shared_infra_promo_abuse,False,0.49,0.38,1.99,0.97,32
customer_f24fdd5c9c,copycatch,lockstep_chargeback_ring,True,0.488,1.0,1.56,1.0,1
customer_7a6b6c1c9b,fraudar,shared_infra_promo_abuse,False,0.486,0.4,1.91,1.0,35
customer_1bccb4ed9a,fraudar,shared_infra_promo_abuse,True,0.483,0.34,2.09,0.89,27
customer_6eb04d8cf4,fraudar,shared_infra_promo_abuse,False,0.476,0.39,1.88,0.97,32
customer_10f64c6349,copycatch,lockstep_chargeback_ring,True,0.475,1.0,1.47,1.0,1
customer_59272f6a81,fraudar,shared_infra_promo_abuse,True,0.469,0.29,1.9,0.96,25
customer_de96193010,copycatch,lockstep_chargeback_ring,True,0.469,0.3,1.94,0.93,27
customer_1306e08259,fraudar,shared_infra_promo_abuse,False,0.468,0.4,1.86,0.94,31
customer_711f879abd,fraudar,shared_infra_promo_abuse,False,0.468,0.31,1.82,1.0,25
customer_7f64c5beee,copycatch,lockstep_chargeback_ring,True,0.466,0.29,1.88,0.96,25
customer_a70f219fbe,fraudar,shared_infra_promo_abuse,False,0.463,0.25,1.89,0.95,20
customer_6fd4ff87e6,fraudar,shared_infra_promo_abuse,False,0.458,0.37,1.77,0.96,27
customer_6648d13d46,copycatch,lockstep_chargeback_ring,True,0.454,0.04,2.38,0.67,3
customer_779c93c9b0,copycatch,lockstep_chargeback_ring,True,0.445,0.31,1.78,0.92,25
customer_a7b524be4c,copycatch,lockstep_chargeback_ring,True,0.442,0.18,1.82,0.92,13
customer_c85aaaeddc,fraudar,shared_infra_promo_abuse,False,0.441,0.32,1.72,0.93,28
customer_5aaebb2ad4,fraudar,shared_infra_promo_abuse,False,0.439,0.37,1.61,0.97,33
customer_663892faab,fraudar,shared_infra_promo_abuse,False,0.438,0.35,1.63,0.97,29
customer_c9479f24f2,fraudar,shared_infra_promo_abuse,False,0.438,0.3,1.61,1.0,26
customer_6f6975ac53,copycatch,lockstep_chargeback_ring,True,0.436,0.44,2.26,0.5,2
customer_9f495c5f47,copycatch,lockstep_chargeback_ring,True,0.429,0.07,2.42,0.5,4
customer_5e90e2d43f,fraudar,shared_infra_promo_abuse,True,0.428,0.31,1.58,0.96,25
customer_c84c65feed,fraudar,shared_infra_promo_abuse,False,0.423,0.35,1.52,0.97,30
customer_c9e214e082,fraudar,shared_infra_promo_abuse,True,0.423,0.29,1.61,0.92,26
customer_ac3103e178,copycatch,lockstep_chargeback_ring,True,0.421,0.03,2.38,0.5,2
customer_89eb3ba395,fraudar,shared_infra_promo_abuse,False,0.42,0.28,1.6,0.92,25
customer_abf9c00ce4,fraudar,shared_infra_promo_abuse,False,0.419,0.35,1.53,0.93,30
customer_6053c8e5a0,copycatch,lockstep_chargeback_ring,True,0.416,0.19,1.81,0.8,15
customer_a17a9bee5a,fraudar,shared_infra_promo_abuse,False,0.414,0.21,1.48,1.0,18
customer_5d194db73c,fraudar,shared_infra_promo_abuse,False,0.413,0.27,1.44,1.0,22
customer_b6f2c51eb6,copycatch,lockstep_chargeback_ring,True,0.412,0.15,1.62,0.92,12
customer_4fcf63d7f1,fraudar,shared_infra_promo_abuse,False,0.41,0.27,1.48,0.96,24
customer_dad1035954,copycatch,lockstep_chargeback_ring,True,0.406,0.08,2.39,0.4,5
customer_9cf3d88687,fraudar,shared_infra_promo_abuse,False,0.403,0.31,1.41,0.95,22
customer_1ccb96cef6,fraudar,shared_infra_promo_abuse,True,0.402,0.29,1.46,0.92,25
customer_480bf7b4b4,fraudar,shared_infra_promo_abuse,False,0.399,0.28,1.4,0.95,21
customer_13dc1d2f58,copycatch,lockstep_chargeback_ring,True,0.389,1.0,0.82,1.0,1
customer_45b1409cd1,copycatch,lockstep_chargeback_ring,True,0.384,0.05,2.35,0.33,3
customer_fd774ad038,copycatch,lockstep_chargeback_ring,True,0.382,0.08,2.44,0.25,4
customer_e5feb8639b,copycatch,lockstep_chargeback_ring,True,0.374,0.09,2.0,0.5,2
customer_e15573bc42,copycatch,lockstep_chargeback_ring,True,0.363,0.03,1.95,0.5,2
customer_f7f9544f3f,fraudar,shared_infra_promo_abuse,False,0.359,0.35,1.04,0.97,29
customer_b1d9d37997,copycatch,lockstep_chargeback_ring,True,0.359,0.04,2.16,0.33,3
customer_990ca3af77,fraudar,shared_infra_promo_abuse,True,0.358,0.36,1.14,0.88,26
customer_939c4c7d9b,copycatch,lockstep_chargeback_ring,True,0.357,0.04,2.15,0.33,3
customer_f7a7eddec3,fraudar,shared_infra_promo_abuse,False,0.352,0.36,0.97,0.97,31
customer_71076194a9,fraudar,shared_infra_promo_abuse,False,0.342,0.2,1.04,0.94,16
customer_d7f844c12b,fraudar,shared_infra_promo_abuse,False,0.338,0.38,0.9,0.94,33
customer_eb04993188,fraudar,shared_infra_promo_abuse,True,0.337,0.36,0.99,0.88,26
customer_9af7adcefb,fraudar,shared_infra_promo_abuse,False,0.333,0.2,0.87,1.0,16
customer_700a7c4346,fraudar,shared_infra_promo_abuse,False,0.332,0.29,0.94,0.92,24
customer_e66f4c3725,copycatch,lockstep_chargeback_ring,True,0.323,0.05,1.89,0.33,3
customer_791c0a5476,fraudar,shared_infra_promo_abuse,False,0.317,0.36,0.85,0.87,31
customer_b1325351d9,copycatch,lockstep_chargeback_ring,True,0.316,1.0,0.27,1.0,1
customer_4290b5b75b,copycatch,lockstep_chargeback_ring,True,0.315,0.04,1.84,0.33,3
customer_e0df46cec8,copycatch,lockstep_chargeback_ring,True,0.315,0.08,1.31,0.67,3
customer_519f4c46ca,copycatch,lockstep_chargeback_ring,True,0.314,0.16,0.88,0.92,12
customer_bf66f1c660,copycatch,lockstep_chargeback_ring,True,0.311,0.09,1.53,0.5,2
customer_8495236ce9,copycatch,lockstep_chargeback_ring,True,0.306,0.05,1.76,0.33,3
customer_7f4ef3bfbb,fraudar,shared_infra_promo_abuse,True,0.304,0.36,0.68,0.93,27
customer_fc4f1531d8,fraudar,shared_infra_promo_abuse,True,0.296,0.31,0.71,0.88,26
customer_8ce08d99b6,copycatch,lockstep_chargeback_ring,True,0.293,0.05,1.67,0.33,3
customer_b907fe6905,fraudar,shared_infra_promo_abuse,True,0.276,0.3,0.51,0.92,25
customer_f4335a9e73,fraudar,shared_infra_promo_abuse,True,0.268,0.2,0.52,0.92,12
customer_9923dba636,fraudar,shared_infra_promo_abuse,False,0.267,0.33,0.38,0.95,20
customer_9c92aef517,fraudar,shared_infra_promo_abuse,True,0.267,0.37,0.39,0.92,26
customer_3429e19687,fraudar,shared_infra_promo_abuse,True,0.264,0.34,0.44,0.89,27
customer_3e2a7c639f,fraudar,shared_infra_promo_abuse,True,0.264,0.16,0.51,0.92,12
customer_a6442a165b,fraudar,shared_infra_promo_abuse,False,0.26,0.25,0.3,1.0,22
customer_9c51e5a7ce,fraudar,shared_infra_promo_abuse,True,0.256,0.33,0.39,0.88,26
customer_957cca739b,copycatch,lockstep_chargeback_ring,True,0.239,0.07,1.38,0.25,4
customer_176d8f5e55,fraudar,shared_infra_promo_abuse,True,0.235,0.34,0.28,0.85,27
customer_f6b017d657,fraudar,shared_infra_promo_abuse,True,0.216,0.15,0.25,0.85,13
customer_7645c9774a,fraudar,shared_infra_promo_abuse,True,0.207,0.17,0.18,0.85,13
customer_ec20621e27,fraudar,shared_infra_promo_abuse,True,0.202,0.23,-0.03,0.92,12
customer_cb79405e2e,copycatch,lockstep_chargeback_ring,True,0.183,0.09,0.57,0.5,2
customer_712451de19,fraudar,shared_infra_promo_abuse,True,0.17,0.19,0.06,0.73,15
customer_7ee6f62b98,fraudar,shared_infra_promo_abuse,True,0.139,0.07,-0.48,0.67,3
customer_576cf57610,fraudar,shared_infra_promo_abuse,True,0.109,0.12,-0.37,0.5,2
customer_8d55b308c5,fraudar,shared_infra_promo_abuse,True,0.107,0.09,-0.38,0.5,2
customer_a79d19b497,fraudar,shared_infra_promo_abuse,True,0.107,0.09,-0.36,0.5,4
customer_43c880fc9b,fraudar,shared_infra_promo_abuse,True,0.105,0.06,-0.23,0.5,4
customer_504c048e17,fraudar,shared_infra_promo_abuse,True,0.103,0.03,-0.22,0.5,2
customer_860254584f,fraudar,shared_infra_promo_abuse,True,0.1,0.08,0.1,0.4,5
customer_20423ded21,fraudar,shared_infra_promo_abuse,True,0.079,0.16,-0.43,0.33,3
customer_f16d8a046e,fraudar,shared_infra_promo_abuse,True,0.075,0.11,-0.28,0.33,3
customer_c417468bca,fraudar,shared_infra_promo_abuse,True,0.074,0.09,-0.52,0.33,3
customer_80bae70f36,fraudar,shared_infra_promo_abuse,True,0.074,0.1,-0.36,0.33,3
customer_42578b981e,fraudar,shared_infra_promo_abuse,True,0.073,0.08,-0.22,0.33,3
customer_9cb9d3f679,fraudar,shared_infra_promo_abuse,True,0.072,0.06,-0.37,0.33,3
customer_24a8a1dd0b,fraudar,shared_infra_promo_abuse,True,0.071,0.05,-0.19,0.33,3
customer_f3d8e7f72a,fraudar,shared_infra_promo_abuse,True,0.07,0.04,-0.21,0.33,3
customer_808ef4a502,fraudar,shared_infra_promo_abuse,True,0.07,0.05,-0.24,0.33,3
customer_684d32cf3c,fraudar,shared_infra_promo_abuse,True,0.055,0.07,-0.29,0.25,4
customer_afc31634e7,fraudar,shared_infra_promo_abuse,True,0.049,0.11,-0.22,0.2,5
customer_871c72218c,fraudar,shared_infra_promo_abuse,True,0.048,0.1,-0.42,0.2,5
customer_6d3e1d57c4,fraudar,shared_infra_promo_abuse,True,0.046,0.08,-0.24,0.2,5
customer_4aecb3719a,fraudar,shared_infra_promo_abuse,True,0.046,0.07,-0.21,0.2,5
