txn_id,timestamp,src_account,dst_account,amount,txn_type,device_id,ip_id
txn_b62c419276,2026-05-22T14:26:49.179852,customer_64ea399d96,merchant_490ebaa434,233.65,payment,dev_7f1bd2fcd1,ip_dfab3ccae6
txn_c2bfdfce7c,2026-06-06T02:01:12.992865,customer_dd67760a43,merchant_c4d8ad7892,1611.32,payment,dev_b2bbc58b24,ip_b6b6b80349
txn_ff7ad8bc95,2026-07-07T07:26:24.723898,customer_8eb31b8b5c,merchant_ade4dd935e,192.95,payment,dev_b09fe937ce,ip_44b3527cae
txn_1d9612471c,2026-06-25T12:45:34.353659,customer_03cda70b1e,merchant_26008825c7,3382.74,payment,dev_18a18fe98c,ip_0926356c93
txn_53c4aa355d,2026-07-23T06:46:36.225751,customer_ccdf2c5528,merchant_c82d941c45,371.97,payment,dev_91e7f79da9,ip_17fd62aed9
txn_ee44efbf34,2026-05-23T09:59:52.438201,customer_be5ea83d1a,merchant_bca564a588,957.55,payment,dev_edfeda0012,ip_fcb2060a2b
txn_ca23417d66,2026-07-17T08:15:30.239843,customer_e0fd87431d,merchant_3beb97db4e,135.11,payment,dev_5ac232109d,ip_58e974857e
txn_85a6508dc0,2026-05-03T19:41:35.392360,customer_5ba38d49d0,merchant_5c0e0ad16a,329.29,payment,dev_ef7aa3bd11,ip_32bfac5b03
txn_a0b8705cbf,2026-06-19T09:51:10.274291,customer_74860fa6f9,merchant_366b4dc189,201.77,payment,dev_122b73fcc2,ip_729885f2ba
txn_4fc062955c,2026-07-11T11:16:48.065111,customer_d8174bf15c,merchant_04fcd92764,1333.39,payment,dev_8ae61deba3,ip_b1128f5f9c
txn_3a2918a938,2026-06-01T10:05:15.089862,customer_0c99194472,merchant_32dfd968a8,354.96,payment,dev_9c75ca6bdf,ip_6688b4fa1c
txn_8f7862e2e8,2026-05-25T07:13:17.654224,customer_6e37a7a673,merchant_44f4e41762,241.5,payment,dev_6b04e03903,ip_7c57ac6665
txn_be1b919df3,2026-06-05T21:11:37.566502,customer_8f5df6865d,merchant_bdca485ba3,1637.14,payment,dev_b8229ed97a,ip_46e53f3f43
txn_20fa42dc14,2026-05-23T17:47:22.376141,customer_74860fa6f9,merchant_ca0ed210fc,369.27,payment,dev_122b73fcc2,ip_729885f2ba
txn_96bfe3bac0,2026-05-27T09:49:32.331393,customer_40acce4f7d,merchant_64b03ac671,557.19,payment,dev_cda50432c4,ip_09f1fa2165
txn_053c162dab,2026-07-13T09:24:15.154534,customer_ad7e33a907,merchant_98d2b35a43,409.47,payment,dev_1ffaf6a7fc,ip_15741add67
txn_8001c54113,2026-07-17T01:39:18.609689,customer_2961fc89ee,merchant_4bab3e52cc,160.27,payment,dev_056ed58752,ip_66978f72f7
txn_80476a635d,2026-06-14T04:13:23.796935,customer_df5eb6295c,merchant_fa2c68084b,831.31,payment,dev_27eccd71c1,ip_7b6f24614a
txn_bdc17d82e6,2026-07-21T14:10:27.652526,customer_10599c2533,merchant_86cdc878e0,386.2,payment,dev_92feb02727,ip_aa432b901f
txn_5f64db685b,2026-06-15T07:51:47.357235,customer_3e67a7d705,merchant_c01d575bcb,770.13,payment,dev_31e9ff7809,ip_5b6a922e92
txn_cdb4e4d6b7,2026-06-15T04:25:45.528259,customer_fc60529e5d,merchant_7faaeacb31,767.26,payment,dev_eaf339fff7,ip_13229d1ef8
txn_a746c90e72,2026-06-20T10:41:30.181652,customer_39b0801764,merchant_ad85ddbc05,464.82,payment,dev_08cd9e3019,ip_74e736abd3
txn_e74a846380,2026-07-18T17:06:23.553768,customer_0d1fff75e2,merchant_0a759fba8d,166.65,payment,dev_30fbc56f7d,ip_b29c3bc7b1
txn_ca69e9d54b,2026-07-20T13:30:47.980060,customer_990ca3af77,merchant_2a0753d027,393.21,payment,dev_0fd45b0750,ip_3bf6bb8e2e
txn_69c264e9fd,2026-05-16T13:02:46.593181,customer_03cda70b1e,merchant_d238786ef0,181.01,payment,dev_18a18fe98c,ip_394ecd59c8
txn_57a19a3304,2026-06-24T19:58:40.160612,customer_d46e3c43e7,merchant_8fcbe8270b,171.37,payment,dev_9805bd1d6c,ip_5982503bc2
txn_b280a38899,2026-05-22T17:08:28.280859,customer_2dc8acb191,merchant_c58057df5d,135.64,payment,dev_b4770a6b25,ip_2ddf559d60
txn_efbce0020f,2026-06-17T17:23:07.563008,customer_7c28b7f759,merchant_023afeeaae,133.24,payment,dev_2f2a0c6a4e,ip_a87d7c9eb4
txn_4b211ef838,2026-05-07T18:48:49.408862,customer_8b1710ddcf,merchant_90c42b0cb1,1969.78,payment,dev_8aa06c39dc,ip_1213084817
txn_fb4ed6b434,2026-06-01T15:00:08.811271,customer_7ad8aee44c,merchant_44da52fd7d,382.12,payment,dev_598262c83e,ip_71ab2a2ca4
txn_a6fbf8f207,2026-06-05T05:25:01.337026,customer_6153e59565,merchant_4ae86f173b,153.15,payment,dev_5204ce1004,ip_2e92141f79
txn_a1feaf02e7,2026-05-24T14:02:32.140825,customer_46ee2ca11c,merchant_dab07a9d8f,139.72,payment,dev_37fd7a4081,ip_1a45dc0e30
txn_54e87da906,2026-05-11T09:18:14.718193,customer_3ebaf7e3de,merchant_ac4b0da892,682.63,payment,dev_d5afe23207,ip_914707125c
txn_d24096549c,2026-05-28T05:51:05.503877,merchant_9f98f80760,customer_97616b5147,37.97,refund,dev_12d2e44cc0,ip_423f60a846
txn_b514145cfb,2026-06-03T14:17:29.487456,customer_488ffcb61c,merchant_ad2086abd4,563.07,payment,dev_a7a5b84feb,ip_998f7efdb3
txn_5496e4a975,2026-06-28T07:46:43.429077,customer_5c02744a81,merchant_b6170be848,65.09,payment,dev_d60255183a,ip_7cd29953ed
txn_23b9fe3bc1,2026-06-19T07:53:26.313551,customer_5d171f3018,merchant_9e183bbb0f,1693.09,payment,dev_c97bc70c99,ip_a52c5e75c8
txn_97482ef5f9,2026-05-08T03:43:26.130265,customer_85e34b74e5,merchant_cef39cb6b5,2097.79,payment,dev_5887c891ff,ip_0b13cf42a7
txn_677a128678,2026-05-19T07:02:44.733246,merchant_c772b461f2,customer_5dc0ba0db1,195.14,refund,dev_bfada4a7ab,ip_51e49d6e1b
txn_8c9c25f619,2026-05-11T22:54:08.786788,customer_72c9dfe1a4,merchant_a34952427f,946.85,payment,dev_33ac121c5d,ip_123078e03f
txn_da252efd27,2026-06-16T04:31:44.409089,customer_1fe756362d,merchant_92d2a0597e,1666.82,payment,dev_6d1f3f7d64,ip_0926356c93
txn_bc8285b9e2,2026-05-29T17:53:20.090068,merchant_279d559e80,merchant_cf56c3fe41,17226.19,refund,dev_37f3e94277,ip_62c40d0fc2
txn_9ec5e7b935,2026-05-30T21:26:39.253350,customer_d0a0e62ac9,merchant_028ff704b3,73.0,payment,dev_24902d25eb,ip_a5c0f6d0a9
txn_f73cd47239,2026-06-02T21:59:29.018853,customer_b907fe6905,merchant_2a0753d027,286.03,payment,dev_7d90337c3d,ip_7de8cb8fb1
txn_2c3bed3343,2026-06-04T10:28:12.622527,customer_0a8423c0a8,merchant_890b0a63d4,107.38,payment,dev_c70158b7d3,ip_74e736abd3
txn_abb6d8d514,2026-06-03T16:13:06.658599,customer_00a0c04a70,merchant_7b8f5fa9d7,187.2,payment,dev_73a6319f6d,ip_e2b92f562e
txn_97b4876178,2026-07-20T14:29:29.084762,customer_934dc6ddca,merchant_ac96661998,196.34,payment,dev_4ac90e8bf2,ip_5128299ef5
txn_58051ade20,2026-05-17T10:18:36.201895,customer_f4d89d751d,merchant_379d6889d6,960.41,payment,dev_3f94384558,ip_781ec9c93a
txn_b1785f3e8e,2026-05-15T17:11:52.156791,customer_0a76e1530d,merchant_6fede9cdbb,1464.68,payment,dev_51cfade590,ip_65895e102e
txn_10c0bcb828,2026-07-28T10:34:50.293127,customer_6295938562,merchant_8db660416b,600.78,payment,dev_970c9b86ba,ip_a34522eaa9
txn_415ee19322,2026-05-08T16:35:38.357930,customer_9b5813b1cd,merchant_e5219bc68f,317.18,payment,dev_25793427b9,ip_f8e2ea4eb0
txn_310a8b0f6e,2026-07-04T16:39:55.566904,customer_ec45b0b6cd,merchant_5d52371562,286.57,payment,dev_498fcb96a8,ip_c4732d9456
txn_37a82bb909,2026-05-28T13:04:23.958722,customer_010a9d26c4,merchant_cb0179f3fc,146.54,payment,dev_3717a3d059,ip_11e276277d
txn_9a7bd34459,2026-05-31T00:50:23.552559,customer_43e9908661,merchant_3ee2e7f298,195.05,payment,dev_7e86b0b1a3,ip_aec2a586b6
txn_9aee57eaf5,2026-05-24T10:00:15.310813,customer_ace1f722e1,merchant_2e1647af61,48.1,payment,dev_501d40dd51,ip_663760e3e4
txn_70bbabb1f9,2026-07-17T08:06:30.894117,customer_70c1f3527c,merchant_bdca485ba3,382.05,payment,dev_8f590014f5,ip_7870daf66e
txn_d747d8fcfd,2026-07-04T05:44:16.867276,customer_e75e6f56b4,merchant_697640aec9,270.8,payment,dev_501d40dd51,ip_503c0c19e1
txn_3dc326738f,2026-06-25T14:13:46.489979,customer_f2ac06d762,merchant_e97935ae30,1239.38,payment,dev_d6e7af9c19,ip_b1128f5f9c
txn_285b74f72b,2026-07-16T06:22:54.241128,customer_84542a2963,merchant_0cbfe24037,834.97,payment,dev_b22235d358,ip_bae00f8e89
txn_36d1f02f4a,2026-07-04T05:42:01.143008,customer_18344766d1,merchant_486ade3696,318.33,payment,dev_bb10b419e4,ip_3743d8f6f4
txn_153e2b4df6,2026-06-20T21:23:12.996614,customer_b375e966d9,merchant_8837311e26,364.32,payment,dev_d2bf9521b3,ip_238ba12cf8
txn_33d3e2432f,2026-06-28T13:11:25.336504,customer_9fadb5c8e8,merchant_48ac7c6bc1,1632.46,payment,dev_7cedffeb0f,ip_f87fa5552c
txn_1797c67d66,2026-05-15T22:29:38.191006,customer_7d34d20ccd,merchant_6a9502a23d,1410.33,payment,dev_356c3e66fb,ip_e8721f54bb
txn_1d390ef3fe,2026-06-12T20:19:55.794921,customer_0728ed5a70,merchant_028ff704b3,307.19,payment,dev_9acac11428,ip_82e2ee51aa
txn_c08754c8ae,2026-06-18T09:45:37.945295,customer_b3e5feb889,merchant_8fcbe8270b,1612.96,payment,dev_dcd9464146,ip_3feb2fc6b9
txn_89cbde7470,2026-06-15T19:31:30.537686,customer_8b90a94e23,merchant_32dfd968a8,118.46,payment,dev_177efff272,ip_2c3f400f69
txn_8f80e7db4a,2026-07-28T00:46:56.650549,customer_c58cc780ea,merchant_d5f15c6e58,1591.18,payment,dev_895a7f30d4,ip_c178eeb46d
txn_9eaabed198,2026-06-14T12:58:26.422516,customer_ea497fddf9,merchant_04fcd92764,569.82,payment,dev_7110612629,ip_a34ccb4099
txn_780d94ee8d,2026-06-17T16:02:40.531253,customer_27ad15fae1,merchant_166598d37b,37.08,payment,dev_eeb89fff4e,ip_884748d202
txn_9371b70585,2026-05-17T04:45:50.460230,customer_2e09126a82,merchant_d8c9eefdde,497.91,payment,dev_ca7abbf383,ip_16a3f1b8d5
txn_046b1523bc,2026-05-20T00:39:57.951457,customer_ba046a4161,merchant_64b03ac671,359.33,payment,dev_a724f3e271,ip_58c4902624
txn_6cc829b824,2026-05-10T05:42:23.050970,customer_532b8be7ee,merchant_f8c429050e,1753.89,payment,dev_133e912313,ip_e06b5b8139
txn_e12cd3ff80,2026-06-25T18:18:25.834329,customer_2961fc89ee,merchant_027f643824,32.95,payment,dev_056ed58752,ip_66978f72f7
txn_090d66b7f0,2026-07-02T16:28:19.548917,customer_f52248faec,merchant_d7a2b30fcd,180.23,payment,dev_b738a70494,ip_6d66b80931
txn_bce3ebc630,2026-07-25T23:24:42.159238,customer_66f95a6699,merchant_f383cc3b6b,798.34,payment,dev_ecd459968d,ip_8474382c57
txn_14205e1a89,2026-07-22T14:55:23.969045,customer_5ca582de55,merchant_011f830b5f,245.7,payment,dev_307e2505cf,ip_7dfd72586c
txn_93bbf91079,2026-05-09T09:22:37.680009,customer_a602021aeb,merchant_ff7d979eb1,344.57,payment,dev_0ecbb5e4e7,ip_64e5971407
txn_f094213e65,2026-05-20T14:15:24.821371,customer_b2f3f287ef,merchant_ce1b94d956,485.33,payment,dev_72dd75a378,ip_c7455fcbc7
txn_fcb4962207,2026-06-17T23:58:32.160451,customer_c1b82836af,merchant_bdca485ba3,611.43,payment,dev_8312de239a,ip_32e0c73b8d
txn_552b8dabfc,2026-07-05T13:21:20.168443,customer_9e283824e5,merchant_8bc46c1333,180.31,payment,dev_3bd2fbd8dc,ip_f08de4317e
txn_caeebabaeb,2026-05-21T00:53:24.961585,customer_1948f74824,merchant_cc86673f15,325.77,payment,dev_4e34e43f0d,ip_99d89371b3
txn_e599a11f9e,2026-06-16T22:57:03.816074,customer_cf41dbae82,merchant_86cdc878e0,2799.01,payment,dev_57d6b12ee7,ip_8b560c0cf8
txn_9d51faa5ae,2026-05-09T07:15:25.203923,customer_1d4b5c3316,merchant_62eaba69ed,66.43,payment,dev_1895bd17fb,ip_b3dfa9c16b
txn_aaaf68a851,2026-05-18T06:19:06.402437,customer_5611dc7aeb,merchant_2a615c0dbf,67.81,payment,dev_9f1b696a82,ip_44f6eef410
txn_be7f4333eb,2026-05-10T12:03:13.263863,customer_82b97a04db,merchant_379d6889d6,127.5,payment,dev_f6129f1d7b,ip_78f3e8ed53
txn_8161a10dc7,2026-05-01T21:06:39.405417,customer_2efb8e075b,merchant_d825833979,1216.37,payment,dev_6ee7e2eacc,ip_14c4b04d43
txn_ff78075615,2026-07-09T01:08:56.406913,customer_095c70ca2a,merchant_92a0b6c958,483.94,payment,dev_62e79c6797,ip_038a3ecfcd
txn_3197080d44,2026-05-13T06:17:28.869017,customer_8b17cc607f,merchant_40d2065d3c,1691.85,payment,dev_39ca13fe25,ip_20590cf796
txn_8887bd1c1e,2026-06-11T05:56:05.957720,customer_e19f4a7e54,merchant_8db660416b,118.68,payment,dev_00045d99ea,ip_0fcbe88861
txn_c31e249a49,2026-07-29T11:27:08.223328,customer_9dd1ee1357,merchant_8db660416b,211.56,payment,dev_8502ceedc4,ip_0808a748cb
txn_e7458c1a3e,2026-07-21T19:45:53.834957,customer_a1f23286ec,merchant_96f8cb5c52,573.08,payment,dev_24902d25eb,ip_f0f7a7d931
txn_e91c2624a3,2026-05-25T06:47:48.729520,customer_095c70ca2a,merchant_a2c8cb3913,357.29,payment,dev_bc8dfc5759,ip_5ea5be96fc
txn_6edb45f068,2026-06-26T12:55:50.564326,customer_d6be2274a4,merchant_aa965ededd,584.98,payment,dev_b9a552d691,ip_c43674bb9d
txn_57f4880338,2026-05-22T20:17:24.080347,customer_a50eda95b7,merchant_733d7ed921,190.45,payment,dev_422a6a6779,ip_6b083bccb7
txn_4b5bbef444,2026-07-24T17:38:09.962801,customer_2cf51db795,merchant_d651598108,770.07,payment,dev_847a5f67fc,ip_f444aa8262
txn_9d1e08d717,2026-07-20T11:18:58.787089,customer_792222f6fc,merchant_fa2c68084b,217.61,payment,dev_9f4b8542c8,ip_3c92abb9b8
txn_a111a0b6fc,2026-05-14T22:27:11.572611,customer_4725c4c24d,merchant_0b660dd7eb,461.45,payment,dev_59fdf6b524,ip_58c1f0085a
txn_b9b5419010,2026-07-13T12:52:26.824189,customer_ed8ab2a873,merchant_46cf9b4497,470.9,payment,dev_9bea992fa7,ip_be5e70b384
txn_57c9337cc5,2026-07-20T21:11:17.194997,customer_f62fab88cd,merchant_b6170be848,584.47,payment,dev_7c22e1b579,ip_94b2f67626
txn_2cbe5885df,2026-05-24T17:16:47.346582,customer_1ab1d8f6ba,merchant_40cea7e200,619.61,payment,dev_1b26873653,ip_d4fc01272b
txn_bc17dc0d97,2026-07-02T15:16:49.550357,customer_c7da874956,merchant_e5219bc68f,2237.61,payment,dev_0e31ea6edb,ip_282e11b898
txn_cbd8e1de6c,2026-05-11T09:41:45.251078,customer_2a860689d7,merchant_c0ad205b97,454.46,payment,dev_991aa6022f,ip_0aa8570f4d
txn_93db1ba573,2026-07-13T07:19:59.406361,customer_36b08d36ce,merchant_8ff8941e6e,5915.35,payment,dev_1e21aafe75,ip_6d66b80931
txn_96407c8750,2026-07-26T01:58:54.106873,customer_7a2493c541,merchant_d3e34e9153,240.13,payment,dev_f2348326e0,ip_2826754b9e
txn_2b0bf98746,2026-07-19T12:00:05.807827,customer_64a8d80bef,merchant_202285b5b9,448.03,payment,dev_c994b1d660,ip_a4e21f9e0b
txn_03fd7f6c86,2026-07-03T04:36:36.996156,customer_d4f8b7883c,merchant_e12ce22d94,220.33,payment,dev_bc8dfc5759,ip_1918688d73
txn_a0293223ff,2026-07-25T00:26:32.456690,customer_7ef7a7b360,merchant_8ee2923286,52.12,payment,dev_e7e1f82be4,ip_796061001c
txn_fd91946256,2026-05-26T22:10:26.059974,customer_e7676b2e7c,merchant_611fe2c7a4,484.83,payment,dev_9f8d1ee8b5,ip_5a8c4fc776
txn_d8753a98d1,2026-06-14T11:07:40.793737,customer_c7f45c428e,merchant_ab7d121bb0,375.89,payment,dev_5b597fe304,ip_10e43cc132
txn_28d4f2662a,2026-05-03T03:03:38.374771,customer_27def1720d,merchant_f3aad700dd,238.15,payment,dev_f6eb8d8ef9,ip_0dc3cdf6e1
txn_44ab6cf239,2026-07-24T06:09:12.658923,merchant_9188f57201,customer_cc6d5a8fa2,381.65,refund,dev_2cf83a3f47,ip_c31424c329
txn_7e097aeb96,2026-07-17T05:41:49.112852,customer_c9e214e082,merchant_c8ed944d4c,2201.19,payment,dev_dc2f518537,ip_956d8ab883
txn_2dcc4935fb,2026-06-18T20:55:00.262654,customer_d53bb6fa77,merchant_e71dfdb46a,816.46,payment,dev_38cdd8b68f,ip_8ef7cf4993
txn_f8b8082c88,2026-05-02T18:34:49.480701,customer_3bf79138af,merchant_324aaa2dbd,112.74,payment,dev_4663e4ac56,ip_047d9a81bf
txn_c1ef5a0ae4,2026-07-13T22:53:09.457336,customer_b48f28d774,merchant_5a413195b9,198.01,payment,dev_86c58f736a,ip_951109b978
txn_5f0e02944c,2026-06-28T22:29:01.243498,customer_c15c4f5a60,merchant_f497a01473,2000.35,payment,dev_22509a46da,ip_f1729d55aa
txn_922f8409c5,2026-07-25T22:18:35.721458,customer_1306e08259,merchant_4ee0c40a7c,513.67,payment,dev_7af43ee186,ip_efe2bf02a7
txn_4a1f2be874,2026-05-16T14:22:30.608862,customer_e08e609b49,merchant_ff7d979eb1,142.51,payment,dev_00045d99ea,ip_c3a993a806
txn_cc90c1e0db,2026-06-16T04:15:51.785285,customer_c4c370975f,merchant_c0ad205b97,1429.35,payment,dev_7073f39bce,ip_616f83580c
txn_5de4de3914,2026-07-12T07:12:46.090457,customer_6091b8410b,merchant_d8c9eefdde,3932.72,payment,dev_b8229ed97a,ip_e3eb660a63
txn_41a0ff99fe,2026-07-25T17:21:14.423979,customer_135671426c,merchant_ceef3c5b2e,619.81,payment,dev_3bf1dae372,ip_0d7fdf3655
txn_9b38efeec3,2026-06-23T01:32:26.366068,customer_bd560e2d14,merchant_0b5d8d9c69,1347.21,payment,dev_425ae02616,ip_e4f74eefaf
txn_5fb0d319de,2026-07-03T05:01:22.803114,customer_cec1f240da,merchant_0ccf8541a4,149.66,payment,dev_e6e398321c,ip_72d4bace55
txn_d02611ce4c,2026-07-11T00:19:28.289234,customer_0214bdcb23,merchant_65cc380297,219.89,payment,dev_9ced5f2ff8,ip_322334401f
txn_73658e38e5,2026-06-15T22:48:44.178113,customer_5f0174a270,merchant_80897e31f2,149.4,payment,dev_64d089fcf5,ip_a84166bddb
txn_b89c7ec997,2026-07-26T14:37:16.227754,merchant_cec71126f9,customer_db938fbbc8,2238.18,chargeback,dev_075c7dfad8,ip_56dbc1d7d3
txn_c85b154aae,2026-05-09T03:40:13.905082,customer_2becec9d4c,merchant_c93e4800c4,2172.47,payment,dev_279ba76813,ip_623c5fdae8
txn_80e0e2bb82,2026-06-25T02:09:53.745303,customer_9bbf83c9be,merchant_68cc317692,394.9,payment,dev_22ae1d9b3a,ip_6e16fc738d
txn_fe9c492d1a,2026-06-12T18:09:58.495380,customer_e6cfef7e10,merchant_878f4d1af0,837.09,payment,dev_0d4956fde2,ip_e61208f09c
txn_e0ba48788c,2026-07-07T04:52:20.571094,customer_e100930d03,merchant_c8ed944d4c,500.05,payment,dev_82ee990837,ip_17f47a76bc
txn_a0c9a5f0b0,2026-05-08T01:27:04.632160,customer_16c1c60a2a,merchant_6b929e890d,767.29,payment,dev_9745ec2c4f,ip_e12ca75987
txn_8ee82ce51c,2026-05-09T10:05:05.728824,customer_3493f319d9,merchant_202285b5b9,451.99,payment,dev_133e912313,ip_10c88dd73c
txn_05764b0e2a,2026-07-19T01:58:45.784384,customer_a9b7cfa1f8,merchant_a509e8ecfd,35.43,payment,dev_7351630335,ip_86852f8ef9
txn_805f34e581,2026-06-14T09:32:56.670712,customer_576eb7c19b,merchant_a12b816ca6,372.39,payment,dev_c9b0e5a181,ip_496c279c3f
txn_c07903a86e,2026-07-18T21:11:13.926486,customer_fd2f046215,merchant_dac725aa98,372.97,payment,dev_81a8b29fe1,ip_6cefd66f4d
